Region;Trending Date;Videos Count;Record Id;Category Title
France;3/12/2017 0:00:00;20;1232;Howto & Style
France;6/12/2017 0:00:00;20;1235;Howto & Style
France;9/12/2017 0:00:00;20;1238;Howto & Style
France;2/1/2018 0:00:00;20;1262;Howto & Style
France;9/1/2018 0:00:00;20;1269;Howto & Style
France;15/2/2018 0:00:00;20;1304;Howto & Style
France;18/2/2018 0:00:00;20;1307;Howto & Style
France;22/2/2018 0:00:00;20;1311;Howto & Style
France;27/2/2018 0:00:00;20;1316;Howto & Style
France;6/3/2018 0:00:00;20;1323;Howto & Style
France;9/3/2018 0:00:00;20;1326;Howto & Style
France;18/3/2018 0:00:00;20;1335;Howto & Style
France;22/3/2018 0:00:00;20;1339;Howto & Style
France;30/3/2018 0:00:00;20;1347;Howto & Style
France;7/4/2018 0:00:00;20;1355;Howto & Style
France;26/4/2018 0:00:00;20;1368;Howto & Style
France;29/4/2018 0:00:00;20;1371;Howto & Style
France;5/5/2018 0:00:00;20;1377;Howto & Style
France;13/5/2018 0:00:00;20;1385;Howto & Style
France;17/5/2018 0:00:00;20;1389;Howto & Style
France;21/5/2018 0:00:00;20;1393;Howto & Style
France;26/5/2018 0:00:00;20;1398;Howto & Style
France;12/6/2018 0:00:00;20;1415;Howto & Style
France;20/11/2017 0:00:00;22;1219;Howto & Style
France;17/12/2017 0:00:00;22;1246;Howto & Style
France;26/12/2017 0:00:00;22;1255;Howto & Style
France;4/1/2018 0:00:00;22;1264;Howto & Style
France;17/1/2018 0:00:00;22;1275;Howto & Style
France;25/1/2018 0:00:00;22;1283;Howto & Style
France;7/2/2018 0:00:00;22;1296;Howto & Style
France;9/2/2018 0:00:00;22;1298;Howto & Style
France;16/2/2018 0:00:00;22;1305;Howto & Style
France;21/3/2018 0:00:00;22;1338;Howto & Style
France;16/4/2018 0:00:00;22;1358;Howto & Style
France;20/4/2018 0:00:00;22;1362;Howto & Style
France;30/4/2018 0:00:00;22;1372;Howto & Style
France;4/5/2018 0:00:00;22;1376;Howto & Style
France;24/5/2018 0:00:00;22;1396;Howto & Style
France;27/5/2018 0:00:00;22;1399;Howto & Style
France;18/11/2017 0:00:00;24;1217;Howto & Style
France;2/12/2017 0:00:00;24;1231;Howto & Style
France;4/12/2017 0:00:00;24;1233;Howto & Style
France;19/12/2017 0:00:00;24;1248;Howto & Style
France;21/12/2017 0:00:00;24;1250;Howto & Style
France;25/12/2017 0:00:00;24;1254;Howto & Style
France;29/12/2017 0:00:00;24;1258;Howto & Style
France;7/1/2018 0:00:00;24;1267;Howto & Style
France;8/1/2018 0:00:00;24;1268;Howto & Style
France;12/1/2018 0:00:00;24;1270;Howto & Style
France;13/1/2018 0:00:00;24;1271;Howto & Style
France;14/1/2018 0:00:00;24;1272;Howto & Style
France;19/1/2018 0:00:00;24;1277;Howto & Style
France;24/1/2018 0:00:00;24;1282;Howto & Style
France;30/1/2018 0:00:00;24;1288;Howto & Style
France;3/2/2018 0:00:00;24;1292;Howto & Style
France;8/2/2018 0:00:00;24;1297;Howto & Style
France;10/2/2018 0:00:00;24;1299;Howto & Style
France;28/2/2018 0:00:00;24;1317;Howto & Style
France;2/3/2018 0:00:00;24;1319;Howto & Style
France;3/3/2018 0:00:00;24;1320;Howto & Style
France;7/3/2018 0:00:00;24;1324;Howto & Style
France;17/3/2018 0:00:00;24;1334;Howto & Style
France;31/3/2018 0:00:00;24;1348;Howto & Style
France;2/4/2018 0:00:00;24;1350;Howto & Style
France;17/4/2018 0:00:00;24;1359;Howto & Style
France;28/4/2018 0:00:00;24;1370;Howto & Style
France;2/5/2018 0:00:00;24;1374;Howto & Style
France;3/5/2018 0:00:00;24;1375;Howto & Style
France;6/5/2018 0:00:00;24;1378;Howto & Style
France;16/5/2018 0:00:00;24;1388;Howto & Style
France;28/5/2018 0:00:00;24;1400;Howto & Style
France;4/6/2018 0:00:00;24;1407;Howto & Style
France;13/6/2018 0:00:00;24;1416;Howto & Style
France;15/11/2017 0:00:00;26;1214;Howto & Style
France;23/11/2017 0:00:00;26;1222;Howto & Style
France;25/11/2017 0:00:00;26;1224;Howto & Style
France;1/12/2017 0:00:00;26;1230;Howto & Style
France;7/12/2017 0:00:00;26;1236;Howto & Style
France;11/12/2017 0:00:00;26;1240;Howto & Style
France;15/12/2017 0:00:00;26;1244;Howto & Style
France;28/12/2017 0:00:00;26;1257;Howto & Style
France;31/12/2017 0:00:00;26;1260;Howto & Style
France;6/1/2018 0:00:00;26;1266;Howto & Style
France;15/1/2018 0:00:00;26;1273;Howto & Style
France;22/1/2018 0:00:00;26;1280;Howto & Style
France;5/2/2018 0:00:00;26;1294;Howto & Style
France;17/2/2018 0:00:00;26;1306;Howto & Style
France;19/2/2018 0:00:00;26;1308;Howto & Style
France;11/3/2018 0:00:00;26;1328;Howto & Style
France;24/3/2018 0:00:00;26;1341;Howto & Style
France;27/4/2018 0:00:00;26;1369;Howto & Style
France;1/5/2018 0:00:00;26;1373;Howto & Style
France;12/5/2018 0:00:00;26;1384;Howto & Style
France;1/1/2018 0:00:00;28;1261;Howto & Style
France;2/2/2018 0:00:00;28;1291;Howto & Style
France;14/2/2018 0:00:00;28;1303;Howto & Style
France;8/3/2018 0:00:00;28;1325;Howto & Style
France;13/3/2018 0:00:00;28;1330;Howto & Style
France;14/3/2018 0:00:00;28;1331;Howto & Style
France;19/3/2018 0:00:00;28;1336;Howto & Style
France;20/3/2018 0:00:00;28;1337;Howto & Style
France;26/3/2018 0:00:00;28;1343;Howto & Style
France;3/4/2018 0:00:00;28;1351;Howto & Style
France;6/4/2018 0:00:00;28;1354;Howto & Style
France;21/4/2018 0:00:00;28;1363;Howto & Style
France;10/5/2018 0:00:00;28;1382;Howto & Style
France;14/5/2018 0:00:00;28;1386;Howto & Style
France;22/11/2017 0:00:00;30;1221;Howto & Style
France;26/11/2017 0:00:00;30;1225;Howto & Style
France;16/12/2017 0:00:00;30;1245;Howto & Style
France;18/1/2018 0:00:00;30;1276;Howto & Style
France;27/1/2018 0:00:00;30;1285;Howto & Style
France;28/1/2018 0:00:00;30;1286;Howto & Style
France;1/2/2018 0:00:00;30;1290;Howto & Style
France;11/2/2018 0:00:00;30;1300;Howto & Style
France;12/3/2018 0:00:00;30;1329;Howto & Style
France;25/3/2018 0:00:00;30;1342;Howto & Style
France;22/4/2018 0:00:00;30;1364;Howto & Style
France;24/4/2018 0:00:00;30;1366;Howto & Style
France;8/5/2018 0:00:00;30;1380;Howto & Style
France;9/5/2018 0:00:00;30;1381;Howto & Style
France;15/5/2018 0:00:00;30;1387;Howto & Style
France;27/11/2017 0:00:00;32;1226;Howto & Style
France;14/12/2017 0:00:00;32;1243;Howto & Style
France;5/1/2018 0:00:00;32;1265;Howto & Style
France;23/2/2018 0:00:00;32;1312;Howto & Style
France;18/12/2017 0:00:00;34;1247;Howto & Style
France;30/12/2017 0:00:00;34;1259;Howto & Style
France;18/4/2018 0:00:00;34;1360;Howto & Style
France;7/5/2018 0:00:00;34;1379;Howto & Style
France;23/12/2017 0:00:00;36;1252;Howto & Style
France;5/3/2018 0:00:00;36;1322;Howto & Style
France;3/1/2018 0:00:00;38;1263;Howto & Style
France;24/2/2018 0:00:00;38;1313;Howto & Style
France;23/4/2018 0:00:00;40;1365;Howto & Style
France;12/2/2018 0:00:00;42;1301;Howto & Style
France;13/2/2018 0:00:00;42;1302;Howto & Style
France;26/2/2018 0:00:00;42;1315;Howto & Style
France;29/1/2018 0:00:00;44;1287;Howto & Style
France;21/4/2018 0:00:00;2;1418;Movies
France;24/4/2018 0:00:00;2;1419;Movies
France;28/4/2018 0:00:00;2;1420;Movies
France;29/4/2018 0:00:00;2;1421;Movies
France;30/4/2018 0:00:00;2;1422;Movies
France;2/5/2018 0:00:00;2;1423;Movies
France;5/5/2018 0:00:00;2;1424;Movies
France;9/5/2018 0:00:00;2;1425;Movies
France;12/5/2018 0:00:00;2;1426;Movies
France;1/6/2018 0:00:00;2;1427;Movies
France;8/6/2018 0:00:00;2;1428;Movies
France;28/11/2017 0:00:00;6;1443;Music
France;29/11/2017 0:00:00;12;1444;Music
France;8/12/2017 0:00:00;12;1453;Music
France;28/5/2018 0:00:00;12;1616;Music
France;27/11/2017 0:00:00;14;1442;Music
France;23/5/2018 0:00:00;14;1611;Music
France;26/11/2017 0:00:00;16;1441;Music
France;4/4/2018 0:00:00;16;1568;Music
France;14/11/2017 0:00:00;18;1429;Music
France;22/11/2017 0:00:00;18;1437;Music
France;9/1/2018 0:00:00;18;1485;Music
France;29/5/2018 0:00:00;18;1617;Music
France;12/6/2018 0:00:00;18;1631;Music
France;17/11/2017 0:00:00;20;1432;Music
France;5/12/2017 0:00:00;20;1450;Music
France;17/1/2018 0:00:00;20;1491;Music
France;7/2/2018 0:00:00;20;1512;Music
France;28/3/2018 0:00:00;20;1561;Music
France;24/5/2018 0:00:00;20;1612;Music
France;6/12/2017 0:00:00;22;1451;Music
France;10/12/2017 0:00:00;22;1455;Music
France;13/12/2017 0:00:00;22;1458;Music
France;29/3/2018 0:00:00;22;1562;Music
France;24/11/2017 0:00:00;24;1439;Music
France;12/12/2017 0:00:00;24;1457;Music
France;28/12/2017 0:00:00;24;1473;Music
France;26/2/2018 0:00:00;24;1531;Music
France;13/6/2018 0:00:00;24;1632;Music
France;23/11/2017 0:00:00;26;1438;Music
France;4/12/2017 0:00:00;26;1449;Music
France;7/12/2017 0:00:00;26;1452;Music
France;15/12/2017 0:00:00;26;1460;Music
France;18/1/2018 0:00:00;26;1492;Music
France;24/1/2018 0:00:00;26;1498;Music
France;7/3/2018 0:00:00;26;1540;Music
France;8/3/2018 0:00:00;26;1541;Music
France;21/3/2018 0:00:00;26;1554;Music
France;21/5/2018 0:00:00;26;1609;Music
France;27/5/2018 0:00:00;26;1615;Music
France;30/5/2018 0:00:00;26;1618;Music
France;5/6/2018 0:00:00;26;1624;Music
France;11/6/2018 0:00:00;26;1630;Music
France;15/11/2017 0:00:00;28;1430;Music
France;11/12/2017 0:00:00;28;1456;Music
France;14/12/2017 0:00:00;28;1459;Music
France;23/1/2018 0:00:00;28;1497;Music
France;11/2/2018 0:00:00;28;1516;Music
France;18/4/2018 0:00:00;28;1576;Music
France;17/5/2018 0:00:00;28;1605;Music
France;25/5/2018 0:00:00;28;1613;Music
France;16/11/2017 0:00:00;30;1431;Music
France;30/11/2017 0:00:00;30;1445;Music
France;18/12/2017 0:00:00;30;1463;Music
France;29/12/2017 0:00:00;30;1474;Music
France;5/1/2018 0:00:00;30;1481;Music
France;1/2/2018 0:00:00;30;1506;Music
France;6/2/2018 0:00:00;30;1511;Music
France;9/2/2018 0:00:00;30;1514;Music
France;6/3/2018 0:00:00;30;1539;Music
France;15/3/2018 0:00:00;30;1548;Music
France;5/4/2018 0:00:00;30;1569;Music
France;17/4/2018 0:00:00;30;1575;Music
France;2/5/2018 0:00:00;30;1590;Music
France;10/6/2018 0:00:00;30;1629;Music
France;14/6/2018 0:00:00;30;1633;Music
France;9/12/2017 0:00:00;32;1454;Music
France;27/12/2017 0:00:00;32;1472;Music
France;30/12/2017 0:00:00;32;1475;Music
France;2/1/2018 0:00:00;32;1478;Music
France;21/2/2018 0:00:00;32;1526;Music
France;27/2/2018 0:00:00;32;1532;Music
France;30/3/2018 0:00:00;32;1563;Music
France;19/4/2018 0:00:00;32;1577;Music
France;25/4/2018 0:00:00;32;1583;Music
France;19/11/2017 0:00:00;34;1434;Music
France;21/11/2017 0:00:00;34;1436;Music
France;1/12/2017 0:00:00;34;1446;Music
France;26/12/2017 0:00:00;34;1471;Music
France;31/12/2017 0:00:00;34;1476;Music
France;1/1/2018 0:00:00;34;1477;Music
France;4/1/2018 0:00:00;34;1480;Music
France;25/1/2018 0:00:00;34;1499;Music
France;8/2/2018 0:00:00;34;1513;Music
France;22/2/2018 0:00:00;34;1527;Music
France;28/2/2018 0:00:00;34;1533;Music
France;5/3/2018 0:00:00;34;1538;Music
France;9/3/2018 0:00:00;34;1542;Music
France;14/5/2018 0:00:00;34;1602;Music
France;1/6/2018 0:00:00;34;1620;Music
France;3/12/2017 0:00:00;36;1448;Music
France;16/12/2017 0:00:00;36;1461;Music
France;17/12/2017 0:00:00;36;1462;Music
France;21/12/2017 0:00:00;36;1466;Music
France;22/12/2017 0:00:00;36;1467;Music
France;7/1/2018 0:00:00;36;1483;Music
France;8/1/2018 0:00:00;36;1484;Music
France;15/1/2018 0:00:00;36;1489;Music
France;29/1/2018 0:00:00;36;1503;Music
France;2/2/2018 0:00:00;36;1507;Music
France;6/4/2018 0:00:00;36;1570;Music
France;3/5/2018 0:00:00;36;1591;Music
France;15/5/2018 0:00:00;36;1603;Music
France;22/5/2018 0:00:00;36;1610;Music
France;7/6/2018 0:00:00;36;1626;Music
France;16/1/2018 0:00:00;38;1490;Music
France;22/1/2018 0:00:00;38;1496;Music
France;12/2/2018 0:00:00;38;1517;Music
France;20/2/2018 0:00:00;38;1525;Music
France;13/3/2018 0:00:00;38;1546;Music
France;14/3/2018 0:00:00;38;1547;Music
France;19/3/2018 0:00:00;38;1552;Music
France;3/4/2018 0:00:00;38;1567;Music
France;16/4/2018 0:00:00;38;1574;Music
France;20/4/2018 0:00:00;38;1578;Music
France;27/4/2018 0:00:00;38;1585;Music
France;10/5/2018 0:00:00;38;1598;Music
France;31/5/2018 0:00:00;38;1619;Music
France;18/11/2017 0:00:00;40;1433;Music
France;19/12/2017 0:00:00;40;1464;Music
France;20/12/2017 0:00:00;40;1465;Music
France;24/12/2017 0:00:00;40;1469;Music
France;3/1/2018 0:00:00;40;1479;Music
France;12/1/2018 0:00:00;40;1486;Music
France;13/2/2018 0:00:00;40;1518;Music
France;19/2/2018 0:00:00;40;1524;Music
France;16/3/2018 0:00:00;40;1549;Music
France;1/5/2018 0:00:00;40;1589;Music
France;4/5/2018 0:00:00;40;1592;Music
France;6/6/2018 0:00:00;40;1625;Music
France;20/11/2017 0:00:00;42;1435;Music
France;25/11/2017 0:00:00;42;1440;Music
France;14/1/2018 0:00:00;42;1488;Music
France;5/2/2018 0:00:00;42;1510;Music
France;14/2/2018 0:00:00;42;1519;Music
France;20/3/2018 0:00:00;42;1553;Music
France;27/3/2018 0:00:00;42;1560;Music
France;24/4/2018 0:00:00;42;1582;Music
France;30/4/2018 0:00:00;42;1588;Music
France;9/5/2018 0:00:00;42;1597;Music
France;8/6/2018 0:00:00;42;1627;Music
France;9/6/2018 0:00:00;42;1628;Music
France;19/1/2018 0:00:00;44;1493;Music
France;21/1/2018 0:00:00;44;1495;Music
France;31/1/2018 0:00:00;44;1505;Music
France;16/2/2018 0:00:00;44;1521;Music
France;1/3/2018 0:00:00;44;1534;Music
France;12/3/2018 0:00:00;44;1545;Music
France;22/3/2018 0:00:00;44;1555;Music
France;23/3/2018 0:00:00;44;1556;Music
France;24/3/2018 0:00:00;44;1557;Music
France;26/3/2018 0:00:00;44;1559;Music
France;29/4/2018 0:00:00;44;1587;Music
France;8/5/2018 0:00:00;44;1596;Music
France;16/5/2018 0:00:00;44;1604;Music
France;6/1/2018 0:00:00;46;1482;Music
France;28/1/2018 0:00:00;46;1502;Music
France;25/2/2018 0:00:00;46;1530;Music
France;4/3/2018 0:00:00;46;1537;Music
France;11/3/2018 0:00:00;46;1544;Music
France;18/3/2018 0:00:00;46;1551;Music
France;25/3/2018 0:00:00;46;1558;Music
France;28/4/2018 0:00:00;46;1586;Music
France;7/5/2018 0:00:00;46;1595;Music
France;11/5/2018 0:00:00;46;1599;Music
France;18/5/2018 0:00:00;46;1606;Music
France;25/12/2017 0:00:00;48;1470;Music
France;15/2/2018 0:00:00;48;1520;Music
France;2/4/2018 0:00:00;48;1566;Music
France;7/4/2018 0:00:00;48;1571;Music
France;26/4/2018 0:00:00;48;1584;Music
France;13/5/2018 0:00:00;48;1601;Music
France;20/5/2018 0:00:00;48;1608;Music
France;26/5/2018 0:00:00;48;1614;Music
France;3/6/2018 0:00:00;48;1622;Music
France;2/12/2017 0:00:00;50;1447;Music
France;4/2/2018 0:00:00;50;1509;Music
France;18/2/2018 0:00:00;50;1523;Music
France;2/3/2018 0:00:00;50;1535;Music
France;23/4/2018 0:00:00;50;1581;Music
France;13/1/2018 0:00:00;52;1487;Music
France;30/1/2018 0:00:00;52;1504;Music
France;17/3/2018 0:00:00;52;1550;Music
France;6/5/2018 0:00:00;52;1594;Music
France;23/12/2017 0:00:00;54;1468;Music
France;27/1/2018 0:00:00;54;1501;Music
France;15/4/2018 0:00:00;54;1573;Music
France;5/5/2018 0:00:00;54;1593;Music
France;4/6/2018 0:00:00;54;1623;Music
France;26/1/2018 0:00:00;56;1500;Music
France;3/2/2018 0:00:00;56;1508;Music
France;17/2/2018 0:00:00;56;1522;Music
France;23/2/2018 0:00:00;56;1528;Music
France;10/3/2018 0:00:00;56;1543;Music
France;2/6/2018 0:00:00;56;1621;Music
France;10/2/2018 0:00:00;58;1515;Music
France;21/4/2018 0:00:00;60;1579;Music
France;20/1/2018 0:00:00;62;1494;Music
France;14/4/2018 0:00:00;62;1572;Music
France;22/4/2018 0:00:00;62;1580;Music
France;24/2/2018 0:00:00;64;1529;Music
France;1/4/2018 0:00:00;64;1565;Music
France;31/3/2018 0:00:00;68;1564;Music
France;19/5/2018 0:00:00;68;1607;Music
France;12/5/2018 0:00:00;70;1600;Music
France;3/3/2018 0:00:00;72;1536;Music
France;3/6/2018 0:00:00;12;1827;News & Politics
France;25/12/2017 0:00:00;14;1675;News & Politics
France;29/1/2018 0:00:00;14;1708;News & Politics
France;2/6/2018 0:00:00;14;1826;News & Politics
France;5/2/2018 0:00:00;16;1715;News & Politics
France;17/5/2018 0:00:00;16;1810;News & Politics
France;20/5/2018 0:00:00;16;1813;News & Politics
France;4/6/2018 0:00:00;16;1828;News & Politics
France;6/6/2018 0:00:00;16;1830;News & Politics
France;10/6/2018 0:00:00;16;1834;News & Politics
France;14/11/2017 0:00:00;18;1634;News & Politics
France;3/12/2017 0:00:00;18;1653;News & Politics
France;4/12/2017 0:00:00;18;1654;News & Politics
France;17/12/2017 0:00:00;18;1667;News & Politics
France;4/2/2018 0:00:00;18;1714;News & Politics
France;2/3/2018 0:00:00;18;1740;News & Politics
France;13/5/2018 0:00:00;18;1806;News & Politics
France;19/5/2018 0:00:00;18;1812;News & Politics
France;9/6/2018 0:00:00;18;1833;News & Politics
France;13/6/2018 0:00:00;18;1837;News & Politics
France;19/11/2017 0:00:00;20;1639;News & Politics
France;29/12/2017 0:00:00;20;1679;News & Politics
France;30/12/2017 0:00:00;20;1680;News & Politics
France;28/1/2018 0:00:00;20;1707;News & Politics
France;17/2/2018 0:00:00;20;1727;News & Politics
France;18/2/2018 0:00:00;20;1728;News & Politics
France;24/2/2018 0:00:00;20;1734;News & Politics
France;26/2/2018 0:00:00;20;1736;News & Politics
France;3/3/2018 0:00:00;20;1741;News & Politics
France;10/3/2018 0:00:00;20;1748;News & Politics
France;18/5/2018 0:00:00;20;1811;News & Politics
France;31/5/2018 0:00:00;20;1824;News & Politics
France;11/6/2018 0:00:00;20;1835;News & Politics
France;18/12/2017 0:00:00;22;1668;News & Politics
France;24/12/2017 0:00:00;22;1674;News & Politics
France;27/12/2017 0:00:00;22;1677;News & Politics
France;28/12/2017 0:00:00;22;1678;News & Politics
France;23/1/2018 0:00:00;22;1702;News & Politics
France;19/3/2018 0:00:00;22;1757;News & Politics
France;2/4/2018 0:00:00;22;1771;News & Politics
France;8/6/2018 0:00:00;22;1832;News & Politics
France;15/11/2017 0:00:00;24;1635;News & Politics
France;30/1/2018 0:00:00;24;1709;News & Politics
France;11/2/2018 0:00:00;24;1721;News & Politics
France;12/2/2018 0:00:00;24;1722;News & Politics
France;22/2/2018 0:00:00;24;1732;News & Politics
France;27/2/2018 0:00:00;24;1737;News & Politics
France;1/3/2018 0:00:00;24;1739;News & Politics
France;8/3/2018 0:00:00;24;1746;News & Politics
France;9/3/2018 0:00:00;24;1747;News & Politics
France;7/6/2018 0:00:00;24;1831;News & Politics
France;14/6/2018 0:00:00;24;1838;News & Politics
France;16/11/2017 0:00:00;26;1636;News & Politics
France;22/11/2017 0:00:00;26;1642;News & Politics
France;25/11/2017 0:00:00;26;1645;News & Politics
France;6/12/2017 0:00:00;26;1656;News & Politics
France;23/12/2017 0:00:00;26;1673;News & Politics
France;31/12/2017 0:00:00;26;1681;News & Politics
France;21/1/2018 0:00:00;26;1700;News & Politics
France;3/2/2018 0:00:00;26;1713;News & Politics
France;9/2/2018 0:00:00;26;1719;News & Politics
France;16/2/2018 0:00:00;26;1726;News & Politics
France;19/2/2018 0:00:00;26;1729;News & Politics
France;4/3/2018 0:00:00;26;1742;News & Politics
France;7/3/2018 0:00:00;26;1745;News & Politics
France;11/3/2018 0:00:00;26;1749;News & Politics
France;18/3/2018 0:00:00;26;1756;News & Politics
France;22/3/2018 0:00:00;26;1760;News & Politics
France;1/4/2018 0:00:00;26;1770;News & Politics
France;7/4/2018 0:00:00;26;1776;News & Politics
France;22/4/2018 0:00:00;26;1785;News & Politics
France;27/5/2018 0:00:00;26;1820;News & Politics
France;5/6/2018 0:00:00;26;1829;News & Politics
France;12/6/2018 0:00:00;26;1836;News & Politics
France;17/11/2017 0:00:00;28;1637;News & Politics
France;27/11/2017 0:00:00;28;1647;News & Politics
France;16/12/2017 0:00:00;28;1666;News & Politics
France;26/12/2017 0:00:00;28;1676;News & Politics
France;12/1/2018 0:00:00;28;1691;News & Politics
France;15/1/2018 0:00:00;28;1694;News & Politics
France;5/3/2018 0:00:00;28;1743;News & Politics
France;3/4/2018 0:00:00;28;1772;News & Politics
France;5/4/2018 0:00:00;28;1774;News & Politics
France;28/4/2018 0:00:00;28;1791;News & Politics
France;24/5/2018 0:00:00;28;1817;News & Politics
France;20/12/2017 0:00:00;30;1670;News & Politics
France;22/1/2018 0:00:00;30;1701;News & Politics
France;7/2/2018 0:00:00;30;1717;News & Politics
France;13/2/2018 0:00:00;30;1723;News & Politics
France;14/2/2018 0:00:00;30;1724;News & Politics
France;23/2/2018 0:00:00;30;1733;News & Politics
France;15/3/2018 0:00:00;30;1753;News & Politics
France;21/4/2018 0:00:00;30;1784;News & Politics
France;30/4/2018 0:00:00;30;1793;News & Politics
France;16/5/2018 0:00:00;30;1809;News & Politics
France;22/5/2018 0:00:00;30;1815;News & Politics
France;28/5/2018 0:00:00;30;1821;News & Politics
France;30/5/2018 0:00:00;30;1823;News & Politics
France;20/11/2017 0:00:00;32;1640;News & Politics
France;28/11/2017 0:00:00;32;1648;News & Politics
France;29/11/2017 0:00:00;32;1649;News & Politics
France;14/12/2017 0:00:00;32;1664;News & Politics
France;15/12/2017 0:00:00;32;1665;News & Politics
France;24/1/2018 0:00:00;32;1703;News & Politics
France;25/1/2018 0:00:00;32;1704;News & Politics
France;26/1/2018 0:00:00;32;1705;News & Politics
France;27/1/2018 0:00:00;32;1706;News & Politics
France;6/2/2018 0:00:00;32;1716;News & Politics
France;15/2/2018 0:00:00;32;1725;News & Politics
France;21/2/2018 0:00:00;32;1731;News & Politics
France;25/2/2018 0:00:00;32;1735;News & Politics
France;16/3/2018 0:00:00;32;1754;News & Politics
France;20/3/2018 0:00:00;32;1758;News & Politics
France;23/3/2018 0:00:00;32;1761;News & Politics
France;27/4/2018 0:00:00;32;1790;News & Politics
France;29/4/2018 0:00:00;32;1792;News & Politics
France;1/5/2018 0:00:00;32;1794;News & Politics
France;4/5/2018 0:00:00;32;1797;News & Politics
France;8/5/2018 0:00:00;32;1801;News & Politics
France;9/5/2018 0:00:00;32;1802;News & Politics
France;24/11/2017 0:00:00;34;1644;News & Politics
France;2/12/2017 0:00:00;34;1652;News & Politics
France;21/12/2017 0:00:00;34;1671;News & Politics
France;22/12/2017 0:00:00;34;1672;News & Politics
France;8/1/2018 0:00:00;34;1689;News & Politics
France;13/1/2018 0:00:00;34;1692;News & Politics
France;14/1/2018 0:00:00;34;1693;News & Politics
France;18/1/2018 0:00:00;34;1697;News & Politics
France;10/2/2018 0:00:00;34;1720;News & Politics
France;23/5/2018 0:00:00;34;1816;News & Politics
France;23/11/2017 0:00:00;36;1643;News & Politics
France;5/12/2017 0:00:00;36;1655;News & Politics
France;13/12/2017 0:00:00;36;1663;News & Politics
France;19/12/2017 0:00:00;36;1669;News & Politics
France;9/1/2018 0:00:00;36;1690;News & Politics
France;20/1/2018 0:00:00;36;1699;News & Politics
France;31/1/2018 0:00:00;36;1710;News & Politics
France;6/3/2018 0:00:00;36;1744;News & Politics
France;17/3/2018 0:00:00;36;1755;News & Politics
France;21/3/2018 0:00:00;36;1759;News & Politics
France;25/3/2018 0:00:00;36;1763;News & Politics
France;28/3/2018 0:00:00;36;1766;News & Politics
France;15/4/2018 0:00:00;36;1778;News & Politics
France;12/5/2018 0:00:00;36;1805;News & Politics
France;14/5/2018 0:00:00;36;1807;News & Politics
France;11/12/2017 0:00:00;38;1661;News & Politics
France;3/1/2018 0:00:00;38;1684;News & Politics
France;19/1/2018 0:00:00;38;1698;News & Politics
France;8/2/2018 0:00:00;38;1718;News & Politics
France;12/3/2018 0:00:00;38;1750;News & Politics
France;14/3/2018 0:00:00;38;1752;News & Politics
France;7/5/2018 0:00:00;38;1800;News & Politics
France;26/5/2018 0:00:00;38;1819;News & Politics
France;1/6/2018 0:00:00;38;1825;News & Politics
France;18/11/2017 0:00:00;40;1638;News & Politics
France;16/1/2018 0:00:00;40;1695;News & Politics
France;2/2/2018 0:00:00;40;1712;News & Politics
France;20/2/2018 0:00:00;40;1730;News & Politics
France;13/3/2018 0:00:00;40;1751;News & Politics
France;31/3/2018 0:00:00;40;1769;News & Politics
France;6/4/2018 0:00:00;40;1775;News & Politics
France;14/4/2018 0:00:00;40;1777;News & Politics
France;20/4/2018 0:00:00;40;1783;News & Politics
France;25/4/2018 0:00:00;40;1788;News & Politics
France;3/5/2018 0:00:00;40;1796;News & Politics
France;11/5/2018 0:00:00;40;1804;News & Politics
France;15/5/2018 0:00:00;40;1808;News & Politics
France;21/5/2018 0:00:00;40;1814;News & Politics
France;29/5/2018 0:00:00;40;1822;News & Politics
France;26/11/2017 0:00:00;42;1646;News & Politics
France;30/11/2017 0:00:00;42;1650;News & Politics
France;1/1/2018 0:00:00;42;1682;News & Politics
France;4/4/2018 0:00:00;42;1773;News & Politics
France;23/4/2018 0:00:00;42;1786;News & Politics
France;1/12/2017 0:00:00;44;1651;News & Politics
France;7/12/2017 0:00:00;44;1657;News & Politics
France;6/1/2018 0:00:00;44;1687;News & Politics
France;7/1/2018 0:00:00;44;1688;News & Politics
France;17/1/2018 0:00:00;44;1696;News & Politics
France;26/3/2018 0:00:00;44;1764;News & Politics
France;29/3/2018 0:00:00;44;1767;News & Politics
France;12/12/2017 0:00:00;46;1662;News & Politics
France;2/1/2018 0:00:00;46;1683;News & Politics
France;1/2/2018 0:00:00;46;1711;News & Politics
France;28/2/2018 0:00:00;46;1738;News & Politics
France;16/4/2018 0:00:00;46;1779;News & Politics
France;19/4/2018 0:00:00;46;1782;News & Politics
France;26/4/2018 0:00:00;46;1789;News & Politics
France;2/5/2018 0:00:00;46;1795;News & Politics
France;6/5/2018 0:00:00;46;1799;News & Politics
France;25/5/2018 0:00:00;46;1818;News & Politics
France;4/1/2018 0:00:00;48;1685;News & Politics
France;24/3/2018 0:00:00;48;1762;News & Politics
France;10/5/2018 0:00:00;48;1803;News & Politics
France;21/11/2017 0:00:00;50;1641;News & Politics
France;10/12/2017 0:00:00;50;1660;News & Politics
France;30/3/2018 0:00:00;50;1768;News & Politics
France;5/5/2018 0:00:00;50;1798;News & Politics
France;8/12/2017 0:00:00;52;1658;News & Politics
France;9/12/2017 0:00:00;52;1659;News & Politics
France;27/3/2018 0:00:00;52;1765;News & Politics
